time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.voltage,.current,.wfs
2022/10/25/13:50:33.401311,247,1666727433,400975465,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.424181,248,1666727433,423913002,,20.8700008392334,90.5999984741211,3.299999952316284
2022/10/25/13:50:33.451430,249,1666727433,451153993,,20.8700008392334,90.5999984741211,3.299999952316284
2022/10/25/13:50:33.501886,250,1666727433,501571178,,20.8700008392334,90.5999984741211,3.299999952316284
2022/10/25/13:50:33.552906,251,1666727433,552545309,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.559767,252,1666727433,559524774,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.572821,253,1666727433,572509765,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.601892,254,1666727433,601672172,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.651953,255,1666727433,651612997,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.658032,256,1666727433,657785177,,20.8700008392334,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.702327,257,1666727433,701935052,,18.25,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.753096,258,1666727433,752831935,,18.25,90.5999984741211,7.699999809265137
2022/10/25/13:50:33.802677,259,1666727433,802386283,,18.25,96.9000015258789,7.699999809265137
2022/10/25/13:50:33.852999,260,1666727433,852602720,,18.25,96.9000015258789,3.299999952316284
2022/10/25/13:50:33.903085,261,1666727433,902638912,,18.989999771118164,96.9000015258789,7.699999809265137
2022/10/25/13:50:33.953473,262,1666727433,953090667,,18.989999771118164,96.9000015258789,7.699999809265137
2022/10/25/13:50:34.003644,263,1666727434,3373384,,18.989999771118164,96.9000015258789,3.299999952316284
2022/10/25/13:50:34.017411,264,1666727434,17005920,,18.989999771118164,96.9000015258789,7.699999809265137
2022/10/25/13:50:34.053736,265,1666727434,53440570,,18.989999771118164,89.69999694824219,7.699999809265137
2022/10/25/13:50:34.059132,266,1666727434,58809995,,18.989999771118164,89.69999694824219,7.699999809265137
2022/10/25/13:50:34.061302,267,1666727434,60897588,,18.989999771118164,89.69999694824219,7.699999809265137
2022/10/25/13:50:34.067969,268,1666727434,67688941,,18.989999771118164,89.69999694824219,7.699999809265137
2022/10/25/13:50:34.079765,269,1666727434,79487562,,18.989999771118164,89.69999694824219,3.299999952316284
2022/10/25/13:50:34.104264,270,1666727434,103961706,,18.989999771118164,89.69999694824219,7.699999809265137
2022/10/25/13:50:34.154311,271,1666727434,154101848,,20.200000762939453,88.5,7.699999809265137
2022/10/25/13:50:34.204148,272,1666727434,203839063,,20.200000762939453,88.5,3.299999952316284
2022/10/25/13:50:34.254690,273,1666727434,254307031,,20.200000762939453,88.5,7.699999809265137
2022/10/25/13:50:34.304991,274,1666727434,304574728,,20.200000762939453,88.5,7.699999809265137
2022/10/25/13:50:34.355369,275,1666727434,354659795,,20.200000762939453,88.5,7.699999809265137
2022/10/25/13:50:34.405709,276,1666727434,405308246,,20.200000762939453,88.5,3.299999952316284
2022/10/25/13:50:34.428386,277,1666727434,427984952,,20.1299991607666,88.5,3.299999952316284
