00:40.8	958
00:40.9	955
00:40.9	958
00:40.9	956
00:40.9	953
00:40.9	953
00:41.0	946
00:41.0	949
00:41.0	946
00:41.0	940
00:41.0	942
00:41.1	938
00:41.1	942
00:41.1	935
00:41.1	934
00:41.1	932
00:41.2	932
00:41.2	927
00:41.2	926
00:41.2	929
00:41.2	923
00:41.3	924
00:41.3	924
00:41.3	922
00:41.3	918
00:41.3	915
00:41.4	917
00:41.4	918
00:41.4	912
00:41.4	919
00:41.4	909
00:41.5	914
00:41.5	917
00:41.5	906
00:41.5	904
00:41.5	907
00:41.6	902
00:41.6	903
00:41.6	907
00:41.6	898
00:41.6	897
00:41.7	897
00:41.7	897
00:41.7	902
00:41.7	890
00:41.7	894
00:41.8	888
00:41.8	888
00:41.8	885
00:41.8	887
00:41.8	892
00:41.9	885
00:41.9	888
00:41.9	884
00:41.9	882
00:41.9	882
00:42.0	881
00:42.0	875
00:42.0	872
00:42.0	872
00:42.0	870
00:42.1	870
00:42.1	872
00:42.1	869
00:42.1	872
00:42.1	871
00:42.2	864
00:42.2	869
00:42.2	866
00:42.2	867
00:42.2	862
00:42.3	865
00:42.3	858
00:42.3	859
00:42.3	859
00:42.3	861
00:42.4	856
00:42.4	851
00:42.4	856
00:42.4	850
00:42.4	851
00:42.5	848
00:42.5	850
00:42.5	858
00:42.5	848
00:42.5	846
00:42.6	839
00:42.6	838
00:42.6	837
00:42.6	835
00:42.6	837
00:42.7	840
00:42.7	838
00:42.7	838
00:42.7	836
00:42.7	838
00:42.8	833
00:42.8	835
00:42.8	837
00:42.8	829
00:42.8	829
00:42.9	834
00:42.9	825
00:42.9	826
00:42.9	824
00:42.9	823
00:43.0	822
00:43.0	820
00:43.0	817
00:43.0	817
00:43.0	816
00:43.1	828
00:43.1	816
00:43.1	820
00:43.1	821
00:43.1	814
00:43.2	816
00:43.2	824
00:43.2	813
00:43.2	812
00:43.2	827
00:43.3	816
00:43.3	812
00:43.3	810
00:43.3	810
00:43.3	806
00:43.4	806
00:43.4	805
00:43.4	803
00:43.4	803
00:43.4	803
00:43.5	800
00:43.5	798
00:43.5	797
00:43.5	805
00:43.5	802
00:43.6	796
00:43.6	803
00:43.6	804
00:43.6	798
00:43.6	801
00:43.7	801
00:43.7	793
00:43.7	795
00:43.7	792
00:43.7	794
00:43.8	795
00:43.8	794
00:43.8	796
00:43.8	788
00:43.8	789
00:43.9	795
00:43.9	791
00:43.9	792
00:43.9	785
00:43.9	781
00:44.0	782
00:44.0	785
00:44.0	778
00:44.0	778
00:44.0	786
00:44.1	782
00:44.1	789
00:44.1	779
00:44.1	780
00:44.1	771
00:44.2	770
00:44.2	770
00:44.2	768
00:44.2	768
00:44.2	773
00:44.3	782
00:44.3	777
00:44.3	772
00:44.3	772
00:44.3	783
00:44.4	774
00:44.4	769
00:44.4	768
00:44.4	765
00:44.4	775
00:44.5	769
00:44.5	763
00:44.5	764
00:44.5	773
00:44.5	771
00:44.6	765
00:44.6	761
00:44.6	760
00:44.6	760
00:44.6	772
00:44.7	771
00:44.7	756
00:44.7	757
00:44.7	757
00:44.7	755
00:44.8	752
00:44.8	752
00:44.8	750
00:44.8	749
00:44.8	749
00:44.9	745
00:44.9	752
00:44.9	756
00:44.9	762
00:44.9	750
00:45.0	746
00:45.0	750
00:45.0	746
00:45.0	747
00:45.0	747
00:45.1	752
00:45.1	749
00:45.1	743
00:45.1	751
00:45.1	745
00:45.2	740
00:45.2	758
00:45.2	746
00:45.2	742
00:45.2	740
00:45.3	744
00:45.3	751
00:45.3	746
00:45.3	742
00:45.3	746
00:45.4	744
00:45.4	750
00:45.4	748
00:45.4	748
00:45.4	737
00:45.5	740
00:45.5	752
00:45.5	738
00:45.5	728
00:45.5	734
00:45.6	743
00:45.6	740
00:45.6	729
00:45.6	728
00:45.6	740
00:45.7	729
00:45.7	735
00:45.7	732
00:45.7	732
00:45.7	738
00:45.8	739
00:45.8	737
00:45.8	723
00:45.8	725
00:45.8	724
00:45.9	730
00:45.9	736
00:45.9	740
00:45.9	743
00:45.9	729
00:46.0	731
00:46.0	719
00:46.0	727
00:46.0	722
00:46.0	721
00:46.1	725
00:46.1	723
00:46.1	735
00:46.1	723
00:46.1	722
00:46.2	741
00:46.2	720
00:46.2	718
00:46.2	714
00:46.2	712
00:46.3	713
00:46.3	719
00:46.3	723
00:46.3	709
00:46.3	716
00:46.4	721
00:46.4	730
00:46.4	724
00:46.4	713
00:46.4	711
00:46.5	729
00:46.5	714
00:46.5	727
00:46.5	713
00:46.5	707
00:46.6	703
00:46.6	715
00:46.6	718
00:46.6	717
00:46.6	706
00:46.7	710
00:46.7	704
00:46.7	700
00:46.7	703
00:46.7	699
00:46.8	700
00:46.8	702
00:46.8	702
00:46.8	702
00:46.8	706
00:46.9	718
00:46.9	702
00:46.9	709
00:46.9	709
00:46.9	699
00:47.0	714
00:47.0	702
00:47.0	711
00:47.0	698
00:47.0	701
00:47.1	703
00:47.1	706
00:47.1	700
00:47.1	698
00:47.1	702
00:47.2	701
00:47.2	704
00:47.2	698
00:47.2	693
00:47.2	720
00:47.3	715
00:47.3	711
00:47.3	701
00:47.3	693
00:47.3	695
00:47.4	693
00:47.4	697
00:47.4	694
00:47.4	698
00:47.4	691
00:47.5	688
00:47.5	692
00:47.5	692
00:47.5	685
00:47.5	686
00:47.6	693
00:47.6	682
00:47.6	695
00:47.6	695
00:47.6	693
00:47.7	681
00:47.7	692
00:47.7	720
00:47.7	691
00:47.7	689
00:47.8	688
00:47.8	729
00:47.8	704
00:47.8	718
00:47.8	719
00:47.9	687
00:47.9	698
00:47.9	701
00:47.9	704
00:47.9	685
00:48.0	676
00:48.0	675
00:48.0	710
00:48.0	694
00:48.0	703
00:48.1	685
00:48.1	685
00:48.1	705
00:48.1	688
00:48.1	701
00:48.2	671
00:48.2	667
00:48.2	666
00:48.2	667
00:48.2	665
00:48.3	664
00:48.3	667
00:48.3	663
00:48.3	664
00:48.3	663
00:48.4	660
00:48.4	664
00:48.4	663
00:48.4	665
00:48.4	663
00:48.5	663
00:48.5	662
00:48.5	662
00:48.5	660
00:48.5	661
00:48.6	660
00:48.6	660
00:48.6	660
00:48.6	659
00:48.6	660
00:48.7	661
00:48.7	659
00:48.7	659
00:48.7	658
00:48.7	656
00:48.8	657
00:48.8	657
00:48.8	655
00:48.8	656
00:48.8	653
00:48.9	654
00:48.9	654
00:48.9	654
00:48.9	653
00:48.9	655
00:49.0	653
00:49.0	651
00:49.0	652
00:49.0	653
00:49.0	652
00:49.1	651
00:49.1	651
00:49.1	649
00:49.1	649
00:49.1	649
00:49.2	648
00:49.2	647
00:49.2	648
00:49.2	650
00:49.2	646
00:49.3	648
00:49.3	646
00:49.3	646
00:49.3	646
00:49.3	645
00:49.4	646
00:49.4	645
00:49.4	644
00:49.4	644
00:49.4	643
00:49.5	645
00:49.5	643
00:49.5	644
00:49.5	643
00:49.5	641
00:49.6	641
00:49.6	641
00:49.6	641
00:49.6	641
00:49.6	641
00:49.7	640
00:49.7	640
00:49.7	640
00:49.7	641
00:49.7	638
00:49.8	639
00:49.8	640
00:49.8	637
00:49.8	637
00:49.8	637
00:49.9	637
00:49.9	638
00:49.9	637
00:49.9	635
00:49.9	637
00:50.0	636
00:50.0	634
00:50.0	635
00:50.0	635
00:50.0	634
00:50.1	635
00:50.1	636
00:50.1	636
00:50.1	634
00:50.1	634
00:50.2	634
00:50.2	634
00:50.2	562
00:50.2	550
00:50.2	550
00:50.3	550
00:50.3	550
00:50.3	550
00:50.3	550
00:50.3	550
00:50.4	550
00:50.4	550
00:50.4	550
00:50.4	550
00:50.4	550
00:50.5	550
00:50.5	550
00:50.5	550
00:50.5	550
00:50.5	550
00:50.6	550
00:50.6	550
00:50.6	550
00:50.6	550
00:50.6	550
00:50.7	550
00:50.7	550
00:50.7	550
00:50.7	550
00:50.7	550
00:50.8	550
00:50.8	550
00:50.8	550
00:50.8	550
00:50.8	550
00:50.9	550
00:50.9	550
00:50.9	550
00:50.9	550
00:50.9	550
00:51.0	550
00:51.0	550
00:51.0	550
00:51.0	550
00:51.0	550
00:51.1	550
00:51.1	550
00:51.1	550
00:51.1	550
00:51.1	550
00:51.2	550
00:51.2	550
00:51.2	550
00:51.2	550
00:51.2	550
00:51.3	550
00:51.3	550
00:51.3	550
00:51.3	550
00:51.3	550
00:51.4	550
00:51.4	550
