time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.data.data
2022/10/21/16:48:54.887444,83,1666392534,877598655,,32.502437591552734
2022/10/21/16:48:55.087777,84,1666392535,76598655,,36.41250228881836
2022/10/21/16:48:55.285259,85,1666392535,275598655,,38.367557525634766
2022/10/21/16:48:55.485091,86,1666392535,475598655,,32.502437591552734
2022/10/21/16:48:55.685719,87,1666392535,673598655,,30.547405242919922
2022/10/21/16:48:55.882618,88,1666392535,873598655,,34.45746994018555
2022/10/21/16:48:56.083085,89,1666392536,73598655,,35.43498611450195
2022/10/21/16:48:56.283855,90,1666392536,271598655,,34.45746994018555
2022/10/21/16:48:56.480311,91,1666392536,471598655,,34.45746994018555
2022/10/21/16:48:56.681268,92,1666392536,671598655,,35.43498611450195
2022/10/21/16:48:56.881920,93,1666392536,873598655,,37.390018463134766
2022/10/21/16:48:57.082707,94,1666392537,74955596,,38.367557525634766
2022/10/21/16:48:57.283206,95,1666392537,273955596,,33.47995376586914
2022/10/21/16:48:57.480208,96,1666392537,473955596,,37.390018463134766
2022/10/21/16:48:57.680732,97,1666392537,672955596,,34.45746994018555
2022/10/21/16:48:57.881185,98,1666392537,871955596,,39.34507369995117
2022/10/21/16:48:58.077861,99,1666392538,71955596,,40.32258987426758
2022/10/21/16:48:58.278736,100,1666392538,269955596,,35.43498611450195
2022/10/21/16:48:58.479249,101,1666392538,469955596,,38.367557525634766
2022/10/21/16:48:58.675952,102,1666392538,669955596,,35.43498611450195
2022/10/21/16:48:58.876528,103,1666392538,867955596,,33.47995376586914
2022/10/21/16:48:59.077258,104,1666392539,67955596,,37.390018463134766
2022/10/21/16:48:59.275513,105,1666392539,266955596,,36.41250228881836
2022/10/21/16:48:59.478856,106,1666392539,468955596,,34.45746994018555
2022/10/21/16:48:59.675779,107,1666392539,668025627,,38.367557525634766
2022/10/21/16:48:59.876055,108,1666392539,867025627,,35.43498611450195
2022/10/21/16:49:00.077364,109,1666392540,66025627,,36.41250228881836
2022/10/21/16:49:00.273498,110,1666392540,265025627,,38.367557525634766
2022/10/21/16:49:00.474332,111,1666392540,465025627,,36.41250228881836
2022/10/21/16:49:00.674690,112,1666392540,664025627,,34.45746994018555
2022/10/21/16:49:00.871419,113,1666392540,863025627,,36.41250228881836
2022/10/21/16:49:01.072145,114,1666392541,63025627,,36.41250228881836
2022/10/21/16:49:01.272843,115,1666392541,262025627,,35.43498611450195
2022/10/21/16:49:01.469566,116,1666392541,461025627,,34.45746994018555
2022/10/21/16:49:01.670144,117,1666392541,661025627,,34.45746994018555
2022/10/21/16:49:01.871254,118,1666392541,859025627,,35.43498611450195
2022/10/21/16:49:02.072194,119,1666392542,62025627,,37.390018463134766
2022/10/21/16:49:02.272223,120,1666392542,262143268,,34.45746994018555
2022/10/21/16:49:02.469009,121,1666392542,460143268,,35.43498611450195
2022/10/21/16:49:02.671392,122,1666392542,660143268,,38.367557525634766
2022/10/21/16:49:02.870435,123,1666392542,859143268,,39.34507369995117
2022/10/21/16:49:03.067010,124,1666392543,58143268,,38.367557525634766
2022/10/21/16:49:03.267867,125,1666392543,258143268,,35.43498611450195
2022/10/21/16:49:03.468238,126,1666392543,457143268,,38.367557525634766
